ad_cv_id,question,answer
155805284-3106832,sơ lược kinh nghiệm pha chế của bạn ?,"Dạ do là quán trà sữa take away nên là em cũng biết pha chế 1 ít, đồng thời có từng làm quán cà phê nên biết sử dụng các loại máy ạ"
155805284-3106832,bạn dự định làm việc ở quán bao lâu ?,"nếu không có gì bất lợi thì em muốn gắn bó lâu dài ạ
"
155805284-3106832,bạn muốn xin vào ca nào ?,dạ ca 6h30 đến 15h00 ạ
155805284-3106939,sơ lược kinh nghiệm pha chế của bạn ?,có bằng trường barista school
155805284-3106939,bạn dự định làm việc ở quán bao lâu ?,"lâu hay ngắn là chưa nghĩ tới,chỉ mong được làm trong môi trường trẻ trung năng động và giúp đỡ lẫn nhau,yêu thương nhau là được ạ."
155805284-3106939,bạn muốn xin vào ca nào ?,"Ca buổi sáng.
"
155805284-3123872,sơ lược kinh nghiệm pha chế của bạn ?,5 năm pha chế và phục vụ. Biết latte art cơ bản. Hoàn thành 1 khoá học Barista cơ bản ( latte art và pha cà phê thủ công) ở HQJ School.
155805284-3123872,bạn dự định làm việc ở quán bao lâu ?,Phát triển lâu dài cùng quán
155805284-3123872,bạn muốn xin vào ca nào ?,Ca tối cố định 15h-23h30
155805284-3162045,sơ lược kinh nghiệm pha chế của bạn ?,Em có khả năng tiếp thu và học công thức đồ uống nhanh và tốt
155805284-3162045,bạn dự định làm việc ở quán bao lâu ?,"Nếu có may mắn được gắn bó với cửa hàng, em dự định làm >1 năm "
155805284-3162045,bạn muốn xin vào ca nào ?,Dạ em muốn xin vào ca sáng
155805284-3164084,sơ lược kinh nghiệm pha chế của bạn ?,Đã có 3 năm kinh nghiệm ở nhiều quán coffee. Không thể art. Có thể deco đẹp và nếm nước và ra nước nhanh
155805284-3164084,bạn dự định làm việc ở quán bao lâu ?,Nếu tốt và thích hợp em có thể làm trên 1 năm
155805284-3164084,bạn muốn xin vào ca nào ?,Em thích ca sáng hoặc chiều . Ưu tiên sáng nhiều hơn .
155805284-3191334,bạn dự định làm việc ở quán bao lâu ?,Lâu dài
155805284-3191334,bạn muốn xin vào ca nào ?,Full time
155805284-3209018,bạn dự định làm việc ở quán bao lâu ?,dạ tính bằng năm
155805284-3209018,bạn muốn xin vào ca nào ?,dạ ca sáng
155805284-3231006,bạn dự định làm việc ở quán bao lâu ?,Lâu dài
155805284-3231006,bạn muốn xin vào ca nào ?,Ca sáng
155805284-3233902,bạn dự định làm việc ở quán bao lâu ?,"Trên 1 năm, càng lâu càng tốt"
155805284-3233902,bạn muốn xin vào ca nào ?,Ca sáng
155805284-3274095,bạn dự định làm việc ở quán bao lâu ?,lâu dài
155805284-3274095,bạn muốn xin vào ca nào ?,ca sáng
155805284-3339569,bạn dự định làm việc ở quán bao lâu ?,Làm lâu dài ạ
155805284-3339569,bạn muốn xin vào ca nào ?,Ca sáng ạ
155805284-3346085,bạn dự định làm việc ở quán bao lâu ?,Nếu công ty có thể sắp xếp được thời gian xoay ra cho em thuận tiện thì em sẽ gắn bó ít nhất là 2 năm.
155805284-3346085,bạn muốn xin vào ca nào ?,Vì vấn đề trực ban vào buổi tối nên chủ yếu sẽ xin làm vào ca sáng 6h30 - 15h00. Nhưng vẫn có thể xoay tối được.
155805284-3406222,bạn dự định làm việc ở quán bao lâu ?,Em tìm việc làm lâu dài ạ
155805284-3406222,bạn muốn xin vào ca nào ?,"Em muốn xin cố định ca sáng ạ, có thể hỗ trợ xoay ca tối ạ"
155805284-3407972,bạn dự định làm việc ở quán bao lâu ?,1-2 năm
155805284-3407972,bạn muốn xin vào ca nào ?,Xoay ca được không ạ em rãnh full time
155805284-3409513,bạn dự định làm việc ở quán bao lâu ?,Trên 2 tháng
155805284-3409513,bạn muốn xin vào ca nào ?,Xoay ca tối và sáng
155805284-3414244,bạn dự định làm việc ở quán bao lâu ?,lâu dài ạ
155805284-3414244,bạn muốn xin vào ca nào ?,chiều tối
155805284-3418588,bạn dự định làm việc ở quán bao lâu ?,trên 1 năm
155805284-3418588,bạn muốn xin vào ca nào ?,ca sáng ạ
157213620-2933289,bạn hiện có nuôi con nhỏ dưới 2 tuổi?,Da không
157213620-2933289,tình trạng sức khỏe bạn thế nào?,Tốt
157213620-3101974,bạn hiện có nuôi con nhỏ dưới 2 tuổi?,Ko
157213620-3101974,tình trạng sức khỏe bạn thế nào?,Tot
154686299-437688,bạn còn đi học ko? hay chỉ đi làm thôi ?,Còn đi học
154686299-437688,bạn có thể tăng ca ko ??,Có thể khi xắp sếp thời gian
154686299-437860,bạn còn đi học ko? hay chỉ đi làm thôi ?,đi làm thôi
154686299-437860,bạn có thể tăng ca ko ??,có
154686299-2864330,bạn còn đi học ko? hay chỉ đi làm thôi ?,em còn đi học
154686299-2864330,bạn có thể tăng ca ko ??,có thể
154686299-2874300,bạn còn đi học ko? hay chỉ đi làm thôi ?,Chỉ đi làm không đi học
154686299-2874300,kế hoạch tương lai của bạn là gì ?,Kiếm tiền và xây dựng ước mơ
154686299-2895739,bạn còn đi học ko? hay chỉ đi làm thôi ?,Dạ em chỉ đi làm thôi ạ
154686299-2895739,kế hoạch tương lai của bạn là gì ?,mở 1 quán cà phê sách ạ
157995766-470887,bạn có ngại làm mô hình ngoài trời?,Không
157995766-470887,bạn làm hè hay dự tính làm lâu dài ?,Tạm thời
157995766-2946481,bạn có ngại làm mô hình ngoài trời?,Không
157995766-2946481,bạn làm hè hay dự tính làm lâu dài ?,Làm lâu dài
157995766-2967402,bạn có ngại làm mô hình ngoài trời?,dạ ko ạ
157995766-2967402,bạn làm hè hay dự tính làm lâu dài ?,dạ có
157995766-2992451,bạn có ngại làm mô hình ngoài trời?,Không ạ
157995766-2992451,bạn làm hè hay dự tính làm lâu dài ?,Dạ làm hè
157995766-3004700,bạn có ngại làm mô hình ngoài trời?,không ạ
157995766-3004700,bạn làm hè hay dự tính làm lâu dài ?,làm lâu dài ạ
157622670-444493,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,sinh viên năm 2
157622670-444493,bạn có thể sắp xếp xoay ca được không ???,được
157622670-2890152,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,dạ hiện em đã nghỉ học rồi ạ
157622670-2890152,bạn có thể sắp xếp xoay ca được không ???,dạ được ạ
157622670-2890504,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Sinh viên năm nhất
157622670-2890504,bạn có thể sắp xếp xoay ca được không ???,Có
157622670-2898554,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,sinh viên năm 2
157622670-2898554,bạn có thể sắp xếp xoay ca được không ???,ya sua chắc chắn là được rồi!
157622670-2903174,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Đã nghỉ học
157622670-2903174,bạn có thể sắp xếp xoay ca được không ???,"Được ạ
"
157622670-2931294,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,đã nghỉ học
157622670-2931294,bạn có thể sắp xếp xoay ca được không ???,dạ có thể
157622670-2937644,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,sinh viên
157622670-2937644,bạn có thể sắp xếp xoay ca được không ???,được ạ
157622670-2945937,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Sinh viên năm 1
157622670-2945937,bạn có thể sắp xếp xoay ca được không ???,Được ạ !
157622670-2950926,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Nghĩ hoc
157622670-2950926,bạn có thể sắp xếp xoay ca được không ???,Có
157622670-2988664,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,đã nghỉ học
157622670-2988664,bạn có thể sắp xếp xoay ca được không ???,được ạ
157622670-3007277,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Sinh viên nghỉ hè (lên năm 2)
157622670-3007277,bạn có thể sắp xếp xoay ca được không ???,Cố định ca
157622670-3011909,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,nghỉ học
157622670-3011909,bạn có thể sắp xếp xoay ca được không ???,"ko,em chỉ làm đc ca sáng thôi ạ"
157622670-3054688,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Sinh viên năm 2
157622670-3054688,bạn có thể sắp xếp xoay ca được không ???,Có thể xoay ca nếu không vướng lịch học
157622670-3069400,bạn đang là sinh viên hay đã nghĩ học. ( sv năm thứ mấy ) ???,Học cấp 3 mới tốt nghiệp
157622670-3069400,bạn có thể sắp xếp xoay ca được không ???,Được ạ
155036999-2869339,bạn tên gì? bao nhiêu tuổi?,hùng  28
155036999-2869339,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,bảo vệ ..cơ khí.
155036999-2871271,bạn tên gì? bao nhiêu tuổi?,Em tên Nhân 20 tuổi
155036999-2871271,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,Chưa từng làm quA
155036999-2872838,bạn tên gì? bao nhiêu tuổi?,30 tuoi
155036999-2872838,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,Kho bhx
155036999-2875816,bạn tên gì? bao nhiêu tuổi?,"Phú Nguyễn Thành Tiến 
sinh năm 2k4 ( 20 tuổi)"
155036999-2875816,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,em chưa có kinh nghiệm trong hãng tập/bao bì nhưng nếu có cơ hội em sẽ chăm chỉ  tích lũy nhiều kinh nghiệm nhất có thể
155036999-2891438,bạn tên gì? bao nhiêu tuổi?,Đào thanh long. 31 tuổi
155036999-2891438,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,Chưa
155036999-2899290,bạn tên gì? bao nhiêu tuổi?,Tôi tên nguyễn mạnh duy 28 tuổi
155036999-2899290,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,"Tôi từng làm về các công việc cskh như sales bds , tổng đài viên , đầu bếp và điện , tôi chưa hđ về ngành tập / bao bì"
155036999-2960196,bạn tên gì? bao nhiêu tuổi?,Nguyễn Nhật Hào 21 tuổi
155036999-2960196,bạn từng làm những công việc gì? có từng làm qua các hãng tập/bao bì chưa (cụ thể)?,từng làm ở xưởng tập hiệp phong
158325920-3196227,bạn có hồ sơ không? bao gồm giấy tờ gì?,Day du
156412068-2829438,vetc là gì?,làn thu phí không dừng
156389811-2917035,bạn có giấy phép lái xe máy ?,có
156389811-2917035,bạn chấp nhận đi công tác tỉnh ?,có
156389811-2917035,bạn có mong muốn làm việc lâu dài ?,có
156389811-2918315,bạn có giấy phép lái xe máy ?,a1
156389811-2918315,bạn chấp nhận đi công tác tỉnh ?,có
156389811-2918315,bạn có mong muốn làm việc lâu dài ?,có
156389811-2921101,bạn có giấy phép lái xe máy ?,Có
156389811-2921101,bạn chấp nhận đi công tác tỉnh ?,Có
156389811-2921101,bạn có mong muốn làm việc lâu dài ?,Coé
156389811-2925340,bạn có giấy phép lái xe máy ?,dạ em có ạ
156389811-2925340,bạn chấp nhận đi công tác tỉnh ?,dạ được ạ
156389811-2925340,bạn có mong muốn làm việc lâu dài ?,dạ có ạ
156389811-2936790,bạn có giấy phép lái xe máy ?,"chưa có
"
156389811-2936790,bạn chấp nhận đi công tác tỉnh ?,có
156389811-2936790,bạn có mong muốn làm việc lâu dài ?,có
156389811-2938303,bạn có giấy phép lái xe máy ?,Có
156389811-2938303,bạn chấp nhận đi công tác tỉnh ?,Không
156389811-2938303,bạn có mong muốn làm việc lâu dài ?,Có
156389811-3091560,bạn có giấy phép lái xe máy ?,Đã có GPLX hạng A1
156389811-3091560,bạn chấp nhận đi công tác tỉnh ?,Sẵn sàng đi công tác tỉnh
156389811-3091560,bạn có mong muốn làm việc lâu dài ?,Mong muốn tìm kiếm công việc ổn định lâu dài
156389811-3156740,bạn có giấy phép lái xe máy ?,Có
156389811-3156740,bạn chấp nhận đi công tác tỉnh ?,Chấp nhận
156389811-3156740,bạn có mong muốn làm việc lâu dài ?,Dạ có
154065530-445013,trường bạn đang học ?,Trường Đại học sư phạm HCM
154065530-445055,trường bạn đang học ?,"đại học Văn Hiến
"
154065530-445139,trường bạn đang học ?,Em đang là sinh viên tại Trường Đại Học Sư Phạm Thành Phố Hồ Chí Minh.
154065530-445471,trường bạn đang học ?,ĐH Mở TPHCM
154065530-452054,trường bạn đang học ?,"Dạ Trường Đại Học Hùng Vương Thành Phố Hồ Chí Minh 
Ngành Tài Chính Ngân Hàng"
154065530-455591,trường bạn đang học ?,Đại học Kinh tế Thành phố Hồ Chí Minh
154065530-2896208,trường bạn đang học ?,Đại học Sư Phạm
154065530-2899294,trường bạn đang học ?,Cao đẳng kinh tế
154065530-2899367,trường bạn đang học ?,E k học đại học có đc k ạ
154065530-2900518,trường bạn đang học ?,Đại học ngoại ngữ tin học tphcm
154065530-2902439,trường bạn đang học ?,Trường Đại học Mở
154065530-2902702,trường bạn đang học ?,Đại học Quốc tế Hồng Bàng
154065530-2903582,trường bạn đang học ?,ĐH Mở TPHCM
154065530-2907765,trường bạn đang học ?,Đại học Hồng Bàng
154065530-2909008,trường bạn đang học ?,ĐH Tôn Đức Thắng
154065530-2909030,trường bạn đang học ?,"Có làm pastime hk ạ 
"
154065530-2909474,trường bạn đang học ?,Đại học Văn Hiến
154065530-2909494,trường bạn đang học ?,Hutech
154065530-2909528,trường bạn đang học ?,Đã tốt nghiệp
154065530-2910709,trường bạn đang học ?,Đại học KInh tế - Tài chính HCM
154065530-2912528,trường bạn đang học ?,"Em đang học trường Đại học Hoa Sen ạ. 
"
